"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ITS1","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8879866","770599409edc54f1a2c297cb4f643510"
"ITS2","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria","0.9991579","7b07c4fc121357bf2ded21e06548e140"
"ITS3","Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","1.0000000","24d02acc7bf2631d9ee429fd4b22fb9e"
"ITS4","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","0.7119889","1d05f3172cbb0639c47c4c66f19ccd27"
"ITS5","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.8564589","ca4a2845f89bfe789b5d710cdb5bbb50"
"ITS6","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces","Kluyveromyces_marxianus","0.9999999","08718e5ec1eeab4d3367b9a71d1bf65b"
"ITS7","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","0.9220760","228bfec88b08219c6ce936888b835e9e"
"ITS8","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8856343","48786f63bb8451b02d6cfc0e227cca6f"
"ITS9","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","0.9298892","dc02322eb9614f3704fcc7e4b3b122c3"
"ITS10","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces","Sterigmatomyces_halophilus","1.0000000","a5eceb9f3ed164f343906a847e8b8818"
"ITS11","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8511961","ca35b68827f2e3ee9c84ea8ffca6bb21"
"ITS12","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8760165","970e6b96ad354242e44b9a3ba5dfd495"
"ITS13","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporiaceae","0.9827970","8e0372cc0cf9735c1a2699690185daa1"
"ITS14","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_tassiana","0.9999800","4baf357c81be5b064eb52e9f40997873"
"ITS15","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_turcicum","0.9999830","28f3852df2cf2aa0454f1b528614823a"
"ITS16","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8912038","0cfe6d56af4b52beab68e06919c840a6"
"ITS17","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_truncatum","0.9994222","5323f9ac3e8fed9ff4e19002d66fdfcc"
"ITS18","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8899170","cf2db99c827547e286cfb05af511c035"
"ITS19","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9491933","6cb1ea42ae5e027fe68a7a0d9b1bd7ac"
"ITS20","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8889432","ac9be8b1329cc42ffc344b9a169ea643"
"ITS21","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8908545","3a0ad9cc74e049a34da64b98b6dd1ab6"
"ITS22","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8744086","d2f1c74275e4267017db67ed3eee61e1"
"ITS23","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8961572","676ead5979a070588c9ffef215ee5c5c"
"ITS24","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9585128","ff64cebf906ea62a9e32e650c5fdc72c"
"ITS25","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_friedrichii","0.9988842","14d55691c57263a588254746bd060627"
"ITS26","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","1.0000000","b5127807d6f7ab8d25fad7ad47a52486"
"ITS27","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9749524","c7201af9b1aba9c105746208a6758f45"
"ITS28","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9038676","aa1b7a946ca87a651a5fa6e5b89792f2"
"ITS29","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","0.9588060","05be3aa6f5f991187b65b2b0eb35bc6d"
"ITS30","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8693648","580a91754b5496608f6cf1ea91191fee"
"ITS31","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9214186","fda75685547b927f1b2b2a4a29591d0c"
"ITS32","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8940306","1e2dad7505745316171f02be4cc87cbb"
"ITS33","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9036562","cf441535bd5274bd99d9bb1170eeb1eb"
"ITS34","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8725056","18f8a122d02ecbc009e6b3a382a8490b"
"ITS35","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8777768","1ee6525298e13047e9d79195a694db86"
"ITS36","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9792030","ef642d534ae5f84d2a2b005cd4b2548c"
"ITS37","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9713814","e24a95e06188766162a3ef6f9f12ed77"
"ITS38","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8691769","af4d5d30cbb4fb356fb6c572a64514be"
"ITS39","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_avenaria","0.7469772","b0ae7c848462cdff4bbfe83cc86a42af"
"ITS40","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8850059","21528f918b1d6f6fe0ac0ac0ef6de41e"
"ITS41","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9027624","c00c020e1a47c62b30010a028edc9270"
"ITS42","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8825338","e0902f24aee820de406a96c0f1a446f4"
"ITS43","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","0.9999990","71e29b65c64d8522f6e775c454e1c472"
"ITS44","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces_lanuginosus","0.8408841","ebbbd961e54408c45fd97a3b69514e16"
"ITS45","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8780362","3d3eb1f9069a37d486ac1fa990e28bbc"
"ITS46","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8351087","13c399d24f63d8d8ee55c2f0001778be"
"ITS47","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8645765","83067a6f493d3d507945d6aa8a8c276d"
"ITS48","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9765339","a6713878e6e500819b8bf487d188f576"
"ITS49","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9308309","a5c98e34470bc93cdd1bd2013a874333"
"ITS50","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8676949","e967705821fe6f6b393274d858effb55"
"ITS51","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8887276","c7b74e9c514da4e870edd112c4a1797d"
"ITS52","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9859869","ac371d708c18c283f42bffc33d853695"
"ITS53","Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","0.9812229","f6c2ed4bc64b89302d030fe3a4ab9385"
"ITS54","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9987772","0a1b21b105b707b774f435eb285bc836"
"ITS55","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_foliicola","0.9997265","266c6d6c5a88a73748104c2a7a8179dd"
"ITS56","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9887868","37d1e5c095dff03bfab2d9189f25f6e8"
"ITS57","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","0.9999950","33d1ad70dfeda3bedd098b72e9f3c3a2"
"ITS58","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9656753","6c38e96c9565cd89376bebb2bdfe55bb"
"ITS59","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9970243","83cade9f812981f66038695f2c5af773"
"ITS60","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_indohii","0.9405952","85a98ca0c1d0531f7e28c73f330ddeed"
"ITS61","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9928278","ffed7d495c7da1667ec07ee78a65cd33"
"ITS62","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia","0.9996281","dad626c0eeaf959149becbbb223b9b74"
"ITS63","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8995731","dee4dbc7cbaa2edcec265492ebe2191c"
"ITS64","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9905689","23763f5cedf400307e2fe90785b44092"
"ITS65","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8511846","d85bee118767a57c738d32d1d4c79108"
"ITS66","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9711589","57ca03b7154a97c285386658d0fdfb88"
"ITS67","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8777471","13166d9acc6be9bff70712c1a37d04e5"
"ITS68","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9956225","79c5899c41fff71448731827f8b02b8c"
"ITS69","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9038481","aa7750334f9e7cd425e8922f5d2112e8"
"ITS70","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8845619","fd2454b1d4ec2d1a2cbc9a131199db79"
"ITS71","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.9999974","02ff3ee9dd096eecfa57d3011b731bdd"
"ITS72","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8683579","a3f25f84d932d993ed7ec641fa8fabe2"
"ITS73","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9938750","59775adcb711982d2157111f916bfafa"
"ITS74","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania_humilis","0.9999905","75ac0f4ee43747c67abe7cdd22319d6d"
"ITS75","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9652709","bcbd6727fde1b2dca0d4f46c179f42ab"
"ITS76","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9020605","24576acc4e43b4520fe4f23d33f5bc50"
"ITS77","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8748271","f1b0a3a99a36f8b33a95f9bfeb927016"
"ITS78","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8912724","30f9ddd013a6be27297909a187b30336"
"ITS79","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9522836","900219f3d58504df2fca88dcb46f2900"
"ITS80","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7384608","b736aae8dc4f1000cede438d44d2a3b4"
"ITS81","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8725784","690d4b80a0009aaa4729ecb0ecc217c3"
"ITS82","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9917239","9c6f51e5248f7e913d2244b3c7621766"
"ITS83","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_boleticola","0.9954662","352b7f64d9dc086846febf9cc6cea816"
"ITS84","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9955709","889b3ff0de11d7c98f3be3703f449447"
"ITS85","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8762947","5b3fa1b60e4925d88f69103b07808bc7"
"ITS86","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9904916","e245e14f15778e6a3ccf2dfd3af3c9cf"
"ITS87","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","0.9979809","81320139b5469876834ed573127efce7"
"ITS88","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8899724","bfcdf399377e14c2f1354c72830ced7e"
"ITS89","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","0.9728773","11db7472b54619c1419c0a6f78f2bdf8"
"ITS90","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8857742","e212d14c1efca26351b2bb86b1fadc0a"
"ITS91","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8875079","af90fa4bf33824b5bc043806a7f85621"
"ITS92","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9956779","8b3b9025ea2f6f463fb771c57cadd32b"
"ITS93","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7227326","c9a49ff1b8095f874e9a632973c18799"
"ITS94","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9932711","b42f7fd498469671ee734c0cd973a06d"
"ITS95","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9992986","72059d0c5dc4e2eede2698740b7de8be"
"ITS96","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9974127","43dc36a96253300640950a648a3f677e"
"ITS97","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8937706","668c4f30839398eb57f8de44e3473468"
"ITS98","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9855506","5f6136aa6d6549aa1d4a4ff41ac65050"
"ITS99","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9980181","f82f36b43a3c6ebc5ff575d5686f5809"
"ITS100","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma","Ophiostoma_denticiliatum","0.9947384","eba7f0856e21588e686c3538cf6d3931"
"ITS101","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8330171","9d836c1e6867f9bf35ed0a32a9f4d2f7"
"ITS102","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9700141","2b8ac1712a9a40a7bb9052a25c521aa8"
"ITS103","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9973069","e3110ad693d9f331a2a8b3958cb1312b"
"ITS104","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","0.9999995","ee4e43e93871483a29e6a45e53c58c18"
"ITS105","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora_oryzae","0.9998598","f87018302c4a152e52db865684648d99"
"ITS106","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","0.9984524","aca5d872b10ba4c1651a0557509064bf"
"ITS107","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8725660","3e7f55c78094fa3fcc96feb9877c5445"
"ITS108","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9019095","79df7f369aade734dea10835096b0b05"
"ITS109","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_gracile","0.9990947","4940826b7d0b0cf80c1e8d62df420b9c"
"ITS110","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_sydowii","0.9279924","9e66caf4150a9907b8e6611a16ce9a5f"
"ITS111","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces","0.7783753","d16324daa6bd57b2d92272036be73d45"
"ITS112","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9398341","417716a554655ac0254652b7c0ec5f4e"
"ITS113","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9786021","1df8067a742978ce02aa3ce3494e6cae"
"ITS114","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_indohii","0.9918636","1688b3a0d260f853342301c930ddbb6d"
"ITS115","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","1.0000000","7597fca585297220b92249ec4d1fb672"
"ITS116","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9665574","25fb7a1be6d429cb8701bfab2bd15c4f"
"ITS117","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9131002","55a03f3c5fa87c9470e6f7e639f9519d"
"ITS118","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9684821","c1bccc64b33b3593af9b1fc3d11e1cff"
"ITS119","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","0.9984513","1c03bb88fa2df3b1b1f596e79c041e4c"
"ITS120","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9681807","6905e83e8b248fa6309809cb7638c885"
"ITS121","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9991144","a1e1e763927975b5b5095cbb64bc6aee"
"ITS122","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9007128","63fc1c45d5c193d93d0f70b09095d365"
"ITS123","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9948943","577ce22bd440c9f45ef024d49798fc0f"
"ITS124","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","0.9999923","fd49bd31fb33c128d2bf535bb80e9139"
"ITS125","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8842861","106ffb503c88d614f5d5fba5aefd7b6c"
"ITS126","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8978539","bf7716b351f5352dc36d6763a99f2f84"
"ITS127","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9934922","b0cb04f8a128b3b577570cbf20a62c6a"
"ITS128","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8841208","f13c247f8aa6216c137a82d3c11e558c"
"ITS129","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9547584","b60387bd41ec01f25d24656f7bbc7bcd"
"ITS130","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8064302","169068eaaf4bb7fe0cb4d44806bc5af7"
"ITS131","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9019686","8c420f5c0b1c4c446d6d9a2f0eed4845"
"ITS132","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon","0.9964633","c3e860409091668cf4a30c62c3e75073"
"ITS133","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","68f5f7306551c2ffd6fa4abbc4020eb5"
"ITS134","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9804322","f0bda6dd236d8557edd4e6d030e316e9"
"ITS135","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9812909","9bb770a55b65ea1ac90b6c866bf5cc50"
"ITS136","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8705942","fc1850eb2be121238e69c85f84b5583f"
"ITS137","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9134078","de32f20be1ba748a024f1cbebe145267"
"ITS138","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9891231","d1d11b857b9c6d063db1925199611340"
"ITS139","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9844794","f29dc4aa4299f4ba7b17dc7b918a8c96"
"ITS140","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9951322","75a458e32653dd3d9a866a172ae1bd60"
"ITS141","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_wieringae","0.7770003","1d0c82c61d227408cc9096e37ba95a91"
"ITS142","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","0.9917794","6b59d7d3336e3de680acd30c0bca0177"
"ITS143","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9925282","2d4033b2c4b9aa224533ed96589dd0f0"
"ITS144","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7558708","844af8e7f1db835b6c87a0a229c108a1"
"ITS145","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7173676","4576864878946e638d2217a2a4489484"
"ITS146","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9890362","0b56cf6b6adacbee1d89efa06f27e81e"
"ITS147","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9837238","638bf3755af0382bed8b569f45a6c6e8"
"ITS148","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9908198","de63b004d6627397a0db96875382a03a"
"ITS149","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales","Hypocreales","Hypocreales","0.9602833","da92f05a9aed2926f26c518f7b2b2ae5"
"ITS150","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9934029","0821df415e9e778504e01f0841c9b203"
"ITS151","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9024799","99da33fe1da10370cfb1bf297c265bf2"
"ITS152","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9272676","31eeb7abac94c2ac176ac6b3e78d8233"
"ITS153","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8929163","6057b01fa69e81e587c5f121e1ff2485"
"ITS154","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9915749","4ce70f433e4244baeed4028b674c4318"
"ITS155","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","0.9999371","575ad6fc86862bed9dba1005270053f8"
"ITS156","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8971081","984f7630fee026c6ab01f7e91f9c073e"
"ITS157","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.7153721","19addb32d7a33e23c8304e6445e96fd2"
"ITS158","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9939092","09ac1cedde33c5f4553ff2ec7233e7f5"
"ITS159","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9830634","5d5d8685860c83106c631ce6122644c3"
